label,m,x,y,z
0,1.070434897,-0.03501961,-0.011047431,0.071741319
0,0.299268345,0.004111073,-0.038980967,-0.001947481
0,0.228374424,0.00968551,-0.004667129,-0.016638994
0,0.461015332,0.020597095,-0.009640937,-0.013836252
0,1.027782488,-0.037010644,0.188361682,-0.096336859
0,1.711219539,-0.022039313,0.363660522,0.027310582
0,5.314866555,0.034501107,-0.12354532,0.23405555
0,2.59863499,0.059132158,0.264591397,0.078809283
0,1.285622874,2.68E-05,0.375779269,-0.0745644
0,2.270136196,-0.014704831,0.258691827,0.109030493
0,1.030794342,-0.029456845,0.455414732,-0.0363678
0,2.044263615,0.094643429,0.289567398,0.202412136
0,0.336822209,-0.185688233,0.168929835,0.098985789
0,0.727415846,-0.107119807,0.239799437,0.105612602
0,1.970565052,0.097286045,0.332823363,0.075721656
0,0.658514961,0.010676235,-0.021488406,-0.020713203
0,0.713131353,0.049468477,-0.118029463,-0.006863674
0,1.020953621,0.044867437,-0.095050653,-0.086492932
0,0.28388866,0.002832488,-0.010872968,-0.012146359
0,0.54264325,-0.071029157,0.038267114,-0.0612211
0,0.53929555,-0.030273022,0.08071084,-0.047496643
0,0.73303778,-0.164452775,0.016967624,-0.150421557
0,0.558600355,0.142676658,-0.002369793,0.010954126
0,1.075848179,0.242407004,0.031825654,0.0460703
0,1.423795984,0.417478687,0.1577079,0.023703563
0,3.406483149,0.269633543,0.244770273,-0.383693053
0,1.632895859,0.400701853,0.312769721,-0.182047988
0,1.237991691,0.305966411,0.448987952,-0.278552642
0,3.659141646,0.525410767,0.07081984,-0.265003241
0,1.322531251,0.381118653,0.272928866,0.010377515
0,0.624728612,0.311637544,0.350196482,-0.004032306
0,0.784205415,0.307173875,0.410718835,-0.163680966
0,3.699262822,0.377167971,0.048081973,-0.477092802
0,4.070431976,0.33692507,-0.032808851,0.381422849
0,1.018067264,0.19664969,0.362917304,-0.141348089
1,0.618585634,0.056945304,0.460681945,-0.156161716
1,1.357769869,0.201208942,0.049790523,0.208455991
1,1.155791648,0.095239073,0.283805501,-0.50875199
1,1.122873934,-0.04575029,0.412033846,-0.765191601
1,2.256126391,0.712141953,0.814988057,-1.73992924
1,1.05870612,-0.24421499,0.060517972,-0.443642794
1,1.526445684,0.381438877,0.155783777,-0.310423904
1,1.968278858,0.733665278,0.633865955,-1.280761978
1,1.369214906,0.374986373,0.38124444,-1.033674335
1,1.287369093,0.256847254,0.467149607,-0.923045212
1,1.014376235,0.056634961,0.463781871,-0.613368736
1,1.654254533,0.127338972,0.429636877,-1.124355345
1,1.039356686,-0.030605468,0.531915581,-0.598380275
1,1.254560716,0.164316857,0.53778608,-0.799417386
1,1.843008468,0.032778811,0.433744678,-0.899572216
1,0.869246717,0.195535748,0.366046817,0.175482364
1,1.353848074,0.250186224,0.951461724,-0.528254226
1,1.451295973,-0.001316162,-0.001566863,0.044218815
1,0.641316435,0.022908675,0.007223837,-0.023174682
1,2.493852525,0.149538657,0.219201292,-0.029609017
1,0.684991834,-0.001223097,-0.042699097,0.083855912
1,2.164192214,0.196518466,0.948567974,0.226017018
1,0.822467776,-0.251307944,0.086876494,0.030144483
1,1.243633055,-0.159182935,0.034657229,0.23347433
1,0.840565615,-0.162952896,0.015566582,0.088989745
1,1.535187495,0.234433839,-0.052777868,0.459442142
1,0.904073023,-0.324458267,0.326338266,0.087385792
1,1.312939415,-0.126960115,0.54315992,0.3429189
1,1.004794445,0.026856292,0.017863345,0.25640225
1,0.869026939,-0.206515563,0.141286334,0.132810838
1,1.378283296,-0.08699396,0.322067973,0.257544302
1,0.451939263,0.116362515,0.330258583,0.046498459
1,1.179497581,0.029963871,-0.181651839,0.052104482
1,0.915665885,-0.0692605,0.111554121,-0.039006108
1,1.314179607,-0.112467408,0.333948186,0.077916014
1,1.127742495,-0.438484733,0.017218141,0.373526547
1,1.251112708,0.042475646,0.205288699,0.226051961
1,3.01054206,-0.189640602,0.791303216,0.886202437
1,0.967265694,-0.325784437,0.287076722,0.428833837
1,1.632860888,-0.098074351,0.30129935,0.309658098
1,2.960738746,0.190176135,0.461241686,0.275918709
1,0.883338959,-0.184217206,0.208751594,0.221550125
1,0.901744445,-0.163178182,0.125139271,0.061645351
1,0.436544807,-0.011936287,0.172524703,-0.139452256
1,0.62140464,-0.029895191,0.235807853,0.233145013
1,0.398533813,-0.00877065,0.219630141,0.198538432
1,2.003200975,0.11193022,0.090999195,0.044760473
1,1.343383082,-0.150979013,-0.796759413,0.354707097
1,0.695412753,-0.144925147,-0.129107915,0.567237227
1,0.637335702,-0.181163606,-0.229061888,0.480137372
1,0.742064931,-0.361477884,-0.483178676,0.3236192
1,0.744689084,-0.299086448,0.036465818,0.475603264
1,0.72155501,-0.270120305,-0.064112718,0.535246837
1,0.77394005,-0.461929902,-0.019713228,0.330425981
1,0.676586376,-0.238229622,-0.096065549,0.569548461
1,0.852555419,-0.338080414,-0.109271973,0.454940314
1,0.939486768,-0.622182489,0.419167031,0.012677301
1,1.037529392,-0.184844441,0.045458791,0.579093592
1,0.824239693,-0.473592339,0.186724137,0.224116952
1,0.766165848,-0.386670904,0.076658358,0.427609406
1,1.646591147,-0.312314147,0.559942238,0.66679149
1,0.490061231,0.003517193,0.203638429,0.292743195
1,0.890668612,-0.177855955,0.21703301,-0.162258732
1,0.901318456,-0.479261103,0.473934062,-0.252024482
1,1.700786416,-0.399647339,0.543671565,-0.737243775
1,1.805309027,-0.04335139,0.404633614,0.478874579
1,2.749226513,0.053848409,-0.555039912,0.790815257
1,1.167435454,-0.110241596,0.793016337,-0.212620355
1,1.280343156,-0.673726114,0.519556743,-0.835705811
1,1.184814884,-0.655329745,0.105557018,-0.122691521
1,1.468270673,-0.211100732,0.339969289,-0.792265941
1,1.271455139,-0.544823434,-0.138980052,-1.056381314
1,2.289485169,0.117655555,0.193646667,-0.147713101
1,3.696968908,0.811027021,-0.318144484,-0.34912574
1,5.155590759,1.353357457,-0.313850516,-1.540353318
1,4.287226071,-0.357261516,0.033964897,0.616935439
1,2.336314798,0.062203346,0.54946846,-0.769560248
1,1.524256223,0.125873674,0.282148932,-0.089571699
1,1.38303614,0.176474994,0.340453739,-0.707658186
1,5.589334516,0.249343784,-0.360587631,0.091665018
1,6.87206901,0.124265331,-0.693508784,0.775803592
1,1.935243035,0.262898163,0.163369248,0.520205812
1,0.654798221,-0.015664804,0.198487455,0.262262102
1,0.317401826,-0.017733805,0.198637024,0.169541752
1,0.503521488,0.023919497,0.207310921,0.289264752
1,0.591034335,-0.012567766,0.235614443,0.236691679
1,0.548976336,-0.058420906,0.264735574,0.094112712
1,2.349893219,0.450950268,-0.826963625,-0.117379661
1,0.412723218,0.130066108,0.226739653,-0.024778374
1,0.763959375,0.057757971,0.068371763,0.217166689
1,1.425160667,0.06214751,-0.215694187,-0.502000589
1,3.459111511,1.132127225,0.842464875,-0.999639174
1,2.953191618,0.747362363,0.691780242,-0.809288423
1,3.430164033,0.1730031,1.91447125,1.32502309
1,1.324144301,-0.470988689,-0.173437842,0.088577627
1,0.902900239,-0.301302077,-0.101420248,0.377266895
1,0.486956525,-0.289168512,0.011739003,-0.047874699
1,0.414328258,-0.23460091,-0.002192905,-0.093622462
1,1.154263097,-0.229391434,0.1335443,0.184307524
1,0.706915729,0.059030353,0.179353088,0.258296636
1,0.350223525,0.022313736,0.227190764,0.215052411
1,2.018502543,0.449220454,-1.474040873,1.299067794
1,3.122397658,0.624754589,-2.19956945,2.125732767
1,0.774340596,0.180498651,-0.524410512,0.460033512
1,0.833534657,-0.075705538,0.123601438,0.306702482
1,1.189863837,0.12150782,0.122604603,0.02924192
1,1.656865526,-0.401945429,0.282164616,0.497044008
1,5.924318686,0.833501469,-0.634870548,0.083317199
1,6.684271024,0.636619229,-0.949806354,0.586619167
1,7.866460216,-0.968282014,-1.281660949,-1.048418895
1,6.507110221,0.601051531,-0.593967686,-0.718923597
1,6.460450247,-0.366071239,-0.652039975,0.833253224
1,7.235688622,0.229164434,-1.213703727,1.699543514
1,4.167361281,-0.403929007,0.613717007,0.652855212
1,0.986063946,-0.431191799,-0.610272708,0.487666875
1,0.598618268,-0.020922202,0.114879851,0.493617359
1,0.53642122,-0.005418399,0.016334519,0.526708523
0,0.533374882,5.40E-05,0.024682836,0.530805113
0,0.532968021,0.003016607,0.020098916,0.530998772
0,0.53461028,0.002103525,0.022352278,0.5325163
0,0.537453131,0.006528701,0.020305208,0.535445916
0,0.541121297,0.007836031,0.020252888,0.539049137
0,0.559294416,-0.002481364,0.022796775,0.503964205
0,0.535586974,-0.020110843,-0.003230295,0.533265868
0,0.536151015,-0.016753233,-0.003179979,0.534092151
0,0.527953635,-0.02002957,-0.000100141,0.525609342
0,0.530063309,-0.02865599,-0.002887202,0.526543399
0,0.534144239,-0.015857324,-0.00054883,0.532139366
0,0.536443736,-0.009963443,-0.000390092,0.533554622
0,0.535667633,0.010922241,-0.00115953,0.534056214
0,0.537476961,0.018934056,-0.002583652,0.535309025
0,0.538695915,0.018705892,0.000104987,0.536643598
0,0.541268356,0.021644707,0.000139608,0.538854
0,0.540607358,0.018851895,0.000296218,0.538510611
0,0.54269811,0.02530786,-0.003294256,0.53993384
0,0.540988975,0.021501461,-0.000949234,0.538584476
0,0.541572265,0.017640492,-0.000345369,0.539466568
0,0.541543935,0.021838103,-0.003853723,0.538730628
0,0.542598048,0.022808341,-0.001119303,0.54012403
0,0.541897825,0.015376721,9.74E-05,0.540078457
0,0.543635024,0.015723871,0.000581705,0.541855037
0,0.544601318,0.009625012,-0.005818756,0.536934787
0,0.540025306,0.007054221,-0.004927752,0.538485764
0,0.542622759,0.006110457,-0.005123435,0.54106149
0,0.54285267,0.007209878,-0.010663698,0.541101238
0,0.541898287,0.007565262,-0.008207784,0.540256247
0,0.54651764,0.011624372,0.007029611,0.541183085
0,0.542278903,0.018258987,0.015577256,0.540000426
0,0.543963205,0.02231031,0.017310879,0.541249531
0,0.548210017,-0.001450893,-0.004953757,0.539183472
0,0.542246799,-0.003897288,-0.010747326,0.540264657
0,0.542536738,-0.003247643,-0.008041889,0.540849464
0,0.543762085,-0.003256587,-0.007945119,0.542159776
0,0.543278239,-0.002176775,-0.006745364,0.54180133
0,0.544397095,0.000400032,-0.007063173,0.5427459
0,0.545522569,-0.000925591,-0.009251538,0.543922431
0,0.545232987,-5.77E-05,-0.007578329,0.54373999
0,0.545089363,-0.001245503,-0.006066912,0.543621701
0,0.544891167,-0.000811422,-0.011563892,0.54305859
0,0.543010579,-0.003642048,-0.009661221,0.541231638
0,0.544506052,-0.000516645,-0.007870539,0.542919618
0,0.545841775,0.00122544,-0.005783669,0.544364465
0,0.546290516,-0.001640644,-0.008888589,0.544659614
0,0.547714839,0.000635898,-0.010206736,0.545995645
0,0.545809342,0.002581952,-0.006955446,0.544342803
0,0.547487973,0.001102654,-0.008571431,0.545883422
0,0.549589592,0.000599777,-0.008784248,0.548023569
0,0.549487926,0.001863263,-0.009514689,0.547898576
0,0.551380606,0.003578428,-0.006402129,0.549841171
0,0.552826055,0.003913039,-0.008556958,0.551237533
0,0.551536412,0.005149253,-0.009375659,0.549860368
0,0.554848308,0.005914112,-0.017310532,0.552240121
0,0.554569821,0.00682445,-0.009444831,0.552837176
0,0.554369088,0.007698926,-0.007747975,0.552741782
0,0.555650785,0.008778455,-0.007424337,0.554013473
0,0.555968671,0.009400976,-0.00862897,0.554306218
0,0.55689792,0.010253205,-0.00834691,0.555142085
0,0.557059028,0.01078576,-0.008049385,0.555140968
0,0.562729651,0.008714528,-0.007274625,0.55356893
0,0.567246625,0.005530659,0.005122585,0.555425897
0,0.55575942,0.000808528,0.010478922,0.554468682
0,0.559169329,0.002993188,0.010317853,0.557949133
0,0.557098273,0.005263414,0.009879308,0.555825869
0,0.558225516,0.00628014,0.009584339,0.556911345
0,0.557427132,0.004467005,0.008889202,0.556190442
0,0.556463994,0.006872232,0.010318338,0.55511079
0,0.557528016,0.006302554,0.009755772,0.556244136
0,0.559634539,0.006432311,0.010360045,0.558360765
0,0.559072156,0.006125377,0.009408449,0.557831342
0,0.561007405,0.010008067,0.010734208,0.559592635
0,0.561672684,0.00774231,0.009950987,0.560280719
0,0.56203521,0.006312258,0.009770519,0.560658307
0,0.563084873,0.008690033,0.010439494,0.561580372
0,0.562792781,0.007696877,0.01116404,0.561469133
0,0.562712477,0.010250802,0.010631153,0.561295114
0,0.563793808,0.00801365,0.009408277,0.562474315
0,0.562712314,0.0125017,0.0119809,0.561115172
0,0.56389293,0.007329772,0.010251856,0.562573988
0,0.564105975,0.008228927,0.009933192,0.562718529
0,0.567838508,0.013390624,0.010963321,0.566160158
0,0.558697271,0.004175257,0.009187866,0.557406848
0,0.559313328,0.007225837,0.009897517,0.557985005
0,0.560974648,0.008975248,0.012159436,0.559476745
0,0.56137171,0.008487917,0.010849429,0.559963636
0,0.561287885,0.011565289,0.012341296,0.559733646
0,0.559377015,0.009261823,0.010443067,0.557960249
0,0.56051709,0.007096946,0.009296946,0.559225471
0,0.55843604,0.009397304,0.010542571,0.557025053
0,0.558635811,0.006365112,0.009879773,0.557316053
0,0.559511503,0.009223515,0.011306884,0.558026777
0,0.55674136,0.00755234,0.010751052,0.555353851
0,0.558649916,0.008455308,0.0102844,0.557245839
0,0.559489581,0.009132735,0.01181025,0.557979871
0,0.561315883,0.005040409,0.009381473,0.560066173
0,0.558184767,0.004760204,0.010761523,0.55688227
0,0.559480199,0.005736561,0.010430943,0.558183928
0,0.55987956,0.010735887,0.012538479,0.558274808
0,0.558334647,0.008499522,0.010407031,0.556934533
0,0.560357036,0.009930809,0.010250771,0.55888755
0,0.561436209,0.009999627,0.01092472,0.559981105
0,0.560832218,0.01083694,0.010485004,0.559334298
0,0.561229135,0.012410186,0.011906596,0.55961215
0,0.56207703,0.01357403,0.012987411,0.560361794
0,0.559897372,0.013065663,0.010886351,0.558331322
0,0.559948517,0.011980664,0.011785004,0.55833582
0,0.560582153,0.010240795,0.011696665,0.559055783
0,0.564432295,0.01110729,0.010693478,0.562957651
0,0.56488265,0.011991321,0.010294104,0.563277686
0,0.563745938,0.011850727,0.010923382,0.562241089
0,0.564514552,0.01851434,0.012204553,0.562519673
0,0.565164018,0.012851441,0.010933475,0.563573769
0,0.564927913,0.008696378,0.010267341,0.563498628
0,0.564377401,0.010126221,0.010005643,0.562944508
0,0.560364935,0.012404679,0.013027426,0.558777886
0,0.561379939,0.010526813,0.011475472,0.559687763
0,0.561021575,0.009233124,0.01047283,0.559577217
0,0.559435828,0.011812558,0.011607865,0.557862842
0,0.559716839,0.00968219,0.011616268,0.558239777
0,0.559721412,0.011819994,0.010849507,0.558169119
0,0.562011682,0.012764812,0.011138941,0.560330105
0,0.562787036,0.013456053,0.011319269,0.561133428
0,0.559418548,0.013419976,0.011436753,0.557692711
0,0.561268782,0.011449205,0.010685862,0.559749129
0,0.561438296,0.015814111,0.01302283,0.559567245
0,0.563652793,0.012228503,0.010488435,0.562081095
0,0.563538307,0.010401277,0.010810721,0.562037157
0,0.562290797,0.0110879,0.011127983,0.560808532
0,0.562768519,0.015811179,0.012457961,0.560985048
0,0.565308143,0.015963119,0.01127555,0.563434454
0,0.564454624,0.01356819,0.010613458,0.562766556
0,0.565351843,0.015693945,0.011452549,0.563621886
0,0.56325859,0.013604939,0.01229994,0.5615262
0,0.563258445,0.010506882,0.010094327,0.561792653
0,0.562326441,0.010762646,0.010667728,0.560812069
0,0.56224753,0.013711293,0.01172485,0.560615384
0,0.563809585,0.009000884,0.010419582,0.562415806
0,0.564665838,0.01143557,0.010930747,0.563160099
0,0.562613005,0.011869977,0.012468081,0.560998144
0,0.561538939,0.010052273,0.011274458,0.560092591
0,0.559603853,0.008681926,0.0094925,0.558261153
0,0.560463379,0.008999952,0.010936515,0.558989746
0,0.561178495,0.011640012,0.011894826,0.559641014
0,0.560952479,0.008110808,0.010782025,0.559561924
0,0.56112806,0.007799615,0.009931331,0.559753187
0,0.561177403,0.013931846,0.01140253,0.559486902
0,0.56216803,0.014659385,0.011408074,0.560471848
0,0.564164144,0.012774281,0.011244661,0.562600116
0,0.564594148,0.013585624,0.011275858,0.562973622
0,0.562337761,0.0183368,0.013373451,0.560396641
0,0.563803006,0.010948995,0.010724384,0.562269904
0,0.566264871,0.013946238,0.010864381,0.564564048
0,0.565719935,0.017738236,0.011515013,0.563708371
0,0.566456376,0.011407098,0.010805192,0.564947961
0,0.565696505,0.010145249,0.010300802,0.564321743
0,0.564855692,0.008749754,0.010541112,0.563467655
0,0.564782857,0.010821936,0.011311913,0.563273532
0,0.564419258,0.012744815,0.009906334,0.562919135
0,0.563781577,0.01203706,0.011314216,0.562232235
0,0.563798013,0.012653293,0.012151629,0.562137581
0,0.563178276,0.013065846,0.011437711,0.561573687
0,0.562501897,0.011546977,0.010741554,0.560937539
0,0.563734505,0.009773515,0.010701287,0.56231839
0,0.561879791,0.010263901,0.011011019,0.56037427
0,0.561238455,0.010210302,0.011274113,0.559756738
0,0.561976811,0.009166825,0.011354435,0.560495334
0,0.562209588,0.012030871,0.013070667,0.560497913
0,0.56161503,0.00893588,0.011469256,0.560206348
0,0.561048619,0.005203147,0.010944593,0.55974657
0,0.561959676,0.007421631,0.009790802,0.560635622
0,0.562106573,0.008459112,0.012491358,0.560657404
0,0.563456519,0.009737183,0.012056017,0.561884264
0,0.564543037,0.011134515,0.011915309,0.562539518
0,0.56381015,0.00694924,0.010867412,0.562449457
0,0.558578815,0.004900726,0.016700331,0.555673043
0,0.556206286,0.001932276,0.011154637,0.554895088
0,0.559077527,0.007144956,0.012080415,0.557666825
0,0.036392365,0.000794185,4.99E-05,0.002302399
0,0.191082993,0.00213504,0.010447932,-0.012972248
0,0.046883047,0.000839536,-0.004902167,-0.005168017
0,0.051197091,0.001265082,0.00273377,-0.002549262
0,0.652154857,-0.318970259,0.326619397,-0.339476724
0,0.351291221,-0.087284756,0.118458232,-0.090102134
1,0.190364074,-0.010456338,-0.046783099,0.056333803
1,0.050215719,0.000126165,-0.010374491,-0.001344739
1,0.049015433,0.003025717,-0.004017619,-0.001320245
1,0.022483722,0.001349059,0.001015114,0.005503871
1,0.012089257,0.001333414,0.000633632,0.000815427
1,0.013114408,0.000433822,0.000980245,0.001127281
1,0.041541812,0.000680591,-7.96E-05,-0.000458862
1,0.083639711,0.000822648,-5.95E-05,-0.004853195
1,0.024091295,-6.78E-05,-0.000783093,-0.001245451
1,0.005730363,-7.86E-05,7.39E-05,-0.001479891
1,0.056211638,0.003761116,-0.001830656,-0.001998425
1,0.04027092,0.004670387,-0.007620486,-0.006654257
1,0.045098305,0.002547386,-0.003313126,-0.001509779
1,0.046485756,0.002004421,-0.000564631,-0.002580915
1,0.093046888,0.0055051,-0.003365075,-0.006097674
1,0.142938607,0.011527477,-0.000756256,0.000283784
1,0.083912501,0.00403013,0.006836252,0.003704378
1,0.509760948,0.103741513,0.062808431,0.034263417
0,1.355406356,0.45465081,0.60180856,-0.543936252
0,1.419335294,0.363813936,1.01568963,0.30137587
0,0.049021704,0.003070169,-0.011043686,-0.000480608
0,0.04858883,0.000816233,-0.009712929,-0.000283592
0,0.038480385,0.000876362,-0.012075793,-0.000405515
0,0.066424594,0.001560315,-0.010200963,-0.003042332
0,0.108212299,0.00330181,0.004140095,-0.010165429
0,0.024208478,0.001858047,-0.001396407,0.0023792
0,0.008730836,-0.000196521,0.000105317,0.004958271
0,0.008640104,-0.000222823,7.47E-05,0.00490488
0,0.017744819,0.001272872,-3.17E-05,0.004888755
0,0.007209495,-0.000108206,4.28E-05,0.004090022
0,0.010830171,-0.000139217,0.000156059,0.004379156
0,0.022281289,0.00057849,-0.000956958,0.002516586
0,0.019585268,-0.000400022,0.000478796,0.002610175
0,0.007184855,-0.000119948,0.000148097,0.004761024
0,0.007669282,-0.00012488,5.46E-05,0.004730481
0,0.00769232,-9.33E-05,0.000129593,0.004736789
0,0.029346918,0.000890806,-0.002632509,-0.000295009
0,0.006587119,-6.54E-06,0.000145954,0.00521122
0,0.007547233,1.68E-05,0.000112232,0.005138862
0,0.007472467,0.000124726,7.99E-05,0.005079781
0,0.010351779,8.58E-05,-0.000150437,0.002767476
0,0.082830722,0.001409047,-0.004392935,0.001756244
0,0.926224572,0.338273047,0.185590589,-0.14714852
0,1.177548437,0.482429219,0.419782841,-0.445411687
0,1.08967728,0.513665879,0.367391645,-0.07901811
0,1.322102679,0.474181396,0.697550908,0.284170387
0,1.372565273,0.640827462,0.622766018,-0.42770477
0,0.404467019,0.043234041,0.103779851,-0.033946401
0,0.24246139,0.018798405,0.008484442,0.011358226
0,0.158962459,0.019632728,0.003101728,0.007034741
0,0.096714475,-0.00214225,0.00030289,0.008260683
0,0.030371359,0.003395689,-0.003844661,0.001607243
0,0.02855663,0.000778897,-0.000956983,0.001870074
0,0.026761862,0.000164652,0.000222996,0.003017893
0,0.015041139,-0.00011643,0.000129797,0.005053883
0,0.026096231,0.002536419,-0.000719676,0.002531867
0,0.164544954,-0.00473194,-0.017361671,0.01894977
0,0.126024212,-0.004800591,-0.016850186,0.023575465
0,0.145142746,0.012689915,-0.019668147,0.026999716
0,0.156900274,-0.013873802,-0.017590304,0.012288356
0,0.032492588,0.002718144,-0.010614073,0.002923835
0,0.152603541,0.005483373,-0.017401028,0.02361678
0,0.088358305,0.015764908,-0.005878327,0.011205079
0,0.025939406,0.00036221,-0.000542319,0.002954967
0,0.031250156,0.001570797,-0.001962741,0.003444505
0,0.048893874,0.004097965,-0.004766076,0.000582644
0,0.029433042,0.002139352,-0.002184986,0.002909346
0,0.145860285,-0.009073606,-0.002490866,-0.001420118
0,0.236790807,0.002985405,-0.000189716,-0.008701991
0,0.119762695,0.014183388,-0.003953141,-0.010925388
0,0.162040098,-0.003692735,-0.008985077,-0.006851575
0,0.132775665,0.006259444,-0.007566513,-0.020593981
0,0.089552774,0.00759079,-0.009106235,-0.01058939
0,0.11139446,-0.002295206,6.94E-05,-0.001681458
0,0.125456317,-0.002315582,-0.004125225,-0.007011593
0,0.078070409,-0.000358578,-0.000119497,-0.00527779
0,0.105301857,0.009583082,-0.001772839,-0.003471394
0,0.265206398,0.041100963,0.030879501,-0.038398447
0,0.42449391,0.114356752,0.043781134,-0.068299584
0,0.066114277,0.00211821,-0.007624425,0.001207223
0,0.053875701,-0.000151236,-0.003342026,-0.003675913
0,0.050131885,0.003512016,0.000101795,-0.005172204
0,0.033819456,0.002565062,-0.002656137,-0.000693043
0,0.034733756,0.003749179,0.000871688,-0.00168695
0,0.05821368,0.003102231,-0.003473113,0.003382608
0,0.031669443,-8.28E-05,0.001510705,0.002334588
0,0.067282752,0.00703507,-0.000992426,-0.00094433
0,0.010865581,-7.60E-05,-0.010235331,0.002696215
0,0.010688215,0.000139602,-0.00995451,0.002749694
0,0.011506675,6.44E-05,-0.010987377,0.003020324
0,0.061035964,0.003226264,-0.005335675,-0.000782097
0,0.039936319,0.003184289,0.002108993,-0.002419431
0,0.003882192,-0.002244846,-0.001501313,-0.000614927
0,0.004091883,-0.002614949,-0.001699912,-0.000722872
0,0.024439006,0.000154452,-0.000335769,-0.001322315
0,0.028612178,0.001551379,-0.001583363,0.005345753
0,0.066276293,0.00831512,0.00532035,-0.001857002
0,0.006633666,0.001707618,0.000504269,-4.60E-05
0,0.006148643,0.002306169,0.001071429,-7.72E-06
0,0.003674048,0.001478415,0.000424978,6.80E-05
0,0.003126161,0.00164014,0.000691683,-1.35E-05
0,0.003415245,0.001113761,0.000355261,5.88E-06
0,0.003734073,0.001538025,0.00064387,-3.24E-06
0,0.004758736,0.000771641,0.000195952,-6.00E-06
0,0.0051678,0.000643926,0.000305209,2.43E-05
0,0.009699077,0.000610219,0.00100919,0.000598315
0,0.010264064,0.000231495,0.001260254,0.000110856
0,0.058825124,0.006500285,0.008887664,0.003283961
0,0.038997688,0.003278798,-0.005806139,-2.94E-05
0,0.030831741,0.000630464,-0.001805344,0.003728756
0,0.044653461,0.002300022,-0.000661996,-0.00011377
0,0.049445347,0.005562347,-0.001253897,-0.000415302
0,0.232207355,0.011649059,0.013366046,0.016747658
0,0.261394419,-0.008061225,0.014015077,0.020633392
0,0.282660174,0.030801345,0.013463491,0.034070356
0,1.130746265,0.514872676,0.266181186,-0.224419602
0,0.077703763,0.020508804,0.002145226,-0.004866535
0,0.081879269,0.001001116,-0.003131232,0.006361129
0,0.022356402,-0.000953752,0.00055093,0.003059746
0,0.046320306,0.001064405,0.006634107,0.000261515
0,0.037606719,0.002568147,0.002978145,-0.00163835
0,0.028961043,0.00034768,0.001279619,-0.001750766
0,1.100968051,0.330699716,0.190112273,-0.057682433
0,1.414735965,0.579063712,0.717038739,-0.274256117
0,0.327951691,0.048427561,0.031346278,0.035134523
0,0.049479383,0.006271575,0.003837768,0.001740328
0,0.060982052,0.006554319,-0.006816515,0.000386314
0,0.811269882,0.395226293,0.281169628,0.028860665
0,0.051961572,0.004431961,-0.009163025,-0.002552627
0,0.110135935,0.00803318,-0.009231276,0.002135413
0,0.05725193,0.001919164,-0.008507044,-0.002364122
0,0.097915558,0.005750579,-0.001184285,-0.003071175
0,0.012169219,-7.50E-05,-2.08E-05,0.009056857
0,0.0068837,-0.000223425,-0.000134921,0.005772837
0,0.015744071,0.000411948,-0.00166358,0.00628047
0,0.061230709,-0.000225323,0.003447319,0.003735532
0,0.129404867,0.007631037,0.013071539,0.004134743
0,0.227438585,0.010580963,0.038306429,-0.003177445
0,0.128621701,0.011082562,0.009612414,-0.001468055
0,0.121869161,0.00193845,0.011038681,0.001240042
0,0.124462739,-0.007146157,0.008930618,-0.003811749
0,0.159284657,0.003206492,0.010326995,0.000254534
0,0.09563548,0.002639698,0.00607946,0.002538065
0,0.054510824,0.000462736,0.003735023,0.00605023
0,0.060204237,-0.000356712,0.001932482,0.004529613
0,0.039215607,0.000309026,0.00183311,0.005609236
0,0.037804547,-0.00126201,0.001864942,0.005826953
0,0.028880162,2.74E-05,0.001413753,0.006003014
0,0.008425961,-4.75E-05,-6.75E-05,0.005802031
0,0.056412283,0.001671135,0.004200545,0.00750884
0,0.059052662,0.000861348,0.00306495,0.00717858
0,0.042144731,0.000394871,0.001340674,0.006539397
0,0.008552574,-4.00E-05,0.0001,0.00787
0,0.045890709,0.000554448,0.001889455,0.00625642
0,0.005626307,-7.48E-05,1.63E-05,0.005136063
0,0.006017957,-0.000164942,1.30E-05,0.005889026
0,0.00568427,-0.000121399,-1.63E-06,0.005616436
0,0.006142942,-0.000127402,1.64E-05,0.006095897
0,0.006108948,-0.00011956,1.56E-05,0.006068377
0,0.006197924,-0.000126068,8.69E-06,0.006134883
0,0.157066548,0.007890555,0.003942115,-0.006817194
0,0.111158297,0.004813924,0.001212668,-0.006985469
0,0.667840465,0.044426607,0.075184384,0.034818233
0,0.748743807,-0.071295016,0.084898094,0.117552021
0,0.912355725,-0.115904817,0.075179455,0.08562111
0,1.084505056,-0.1653739,0.189392396,0.39461925
0,1.348727552,-0.445505673,0.548403831,0.731943333
0,1.283048462,-0.564043644,0.442363372,0.421496
0,0.741275871,-0.029996251,0.075635623,0.090996984
0,1.206211652,-0.177671806,0.418737893,0.455113196
0,1.408321858,-0.224337078,0.708581665,0.866968743
0,0.024997709,-0.000640469,0.004591496,0.004921505
0,0.017319213,0.000761972,0.000981624,0.008277208
0,0.010904159,0.001540021,0.000517675,0.009492084
0,0.015369046,0.001080339,0.00065626,0.009578539
0,0.009783584,0.000957538,0.000693237,0.009626089
0,0.010455287,0.000949676,0.000748692,0.009667741
0,0.02514376,-0.000791583,0.002484569,0.009350963
0,0.010608169,0.001211832,-0.00183688,0.009850848
0,0.010592794,0.001477361,-0.001998618,0.00977089
0,0.010551632,0.00159018,-0.002008438,0.009655758
0,0.010467287,0.001549916,-0.002124738,0.009759397
